placekey,safegraph_place_id,location_name,street_address,city,naics_code,latitude,longitude,postal_code
22c-222@63r-syc-qzz,sg:2a4982fe6a9147d1bb34d3c3a2ca2298,Cardiovascular Group the PC,44035 Riverside Pkwy Ste 150,Lansdowne,621111,39.075148999999996,-77.478443,20176
zzw-223@63r-sry-kcq,sg:e409684c15d748fbbd7d83a1b3c2171c,7-Eleven,700 Fieldstone Dr NE,Leesburg,445120,39.125708,-77.546599,20176
zzw-224@63r-ss3-q4v,sg:9df1c8569ae94b0b9abbf667bc412303,Megan Floro CRNP,211 Gibson St NW,Leesburg,621111,39.118982,-77.567739,20176
237-222@63r-sy9-mzf,sg:1600e49e6b954902a2d1e525b5f8b194,Bhai Sahab Indian Restaurant,19405 Promenade Dr,Lansdowne,722511,39.080842,-77.494585,20176
226-222@63f-ybq-9s5,sg:6cc5e8cb83a84370b6dee7a5b1864226,Glasgow Matthew W Dr,220 Progress St NE,Blacksburg,621210,37.231758,-80.413922,24060
zzw-223@63f-ybj-9zz,sg:0e8bc0f411c84447aa561f0de3d2fc3c,Grumpy Pig Barbeque,3500 Prices Fork Rd,Blacksburg,722511,37.216644,-80.467741,24060
zzw-222@63f-yb4-rx5,sg:f02070f3d0c045959e6461f4157f0886,Applebee's,33 W Main St,Radford,722511,37.137502000000005,-80.570286,24141
zzw-224@63r-srz-sbk,sg:49ebd14d846e418b983f7d4f1bc6df7f,Hancock Orthodontics,17 Fort Evans Rd NE Ste E,Leesburg,621210,39.107296000000005,-77.547112,20176
zzz-222@63f-s4t-6p9,sg:52db532dd3004416bf96a550f43539b1,Mary Draper Ingles Historical Park,E Main St,Radford,712190,37.132678999999996,-80.58119599999999,24141
225-222@63r-sry-2hq,sg:a311d55cbe124ab3bc02ba7471d41126,Giovanni's NY Pizza,520 E Market St,Leesburg,722511,39.110212,-77.55079,20176
222-222@63r-syc-2hq,sg:e6bf8ccf8c1245839a7961121e631ff1,Urology Surgical Consulting,44055 Riverside Pkwy Ste 208,Lansdowne,621111,39.074007,-77.47782099999999,20176
zzw-222@63r-syb-zxq,sg:8144cd3a2ac44a03a4e764b739d27355,Rochelle Maquire FNP BC,19500 Sandridge Way,Lansdowne,621111,39.076093,-77.48037,20176
zzz-222@63r-sy9-j7q,sg:746ff51c052c45ef9b00f3855a95abc2,Kephart Bridge Landing,Kephart Bridge Landing,Lansdowne,712190,39.094282,-77.49860699999999,20176
zzw-225@63f-ybf-2c5,sg:724e75fddf494a9d9f1202ef2eb8530d,Carilion Clinic General Surgery Blacksburg,901 Plantation Rd,Blacksburg,621111,37.224789,-80.444225,24060
222-222@63f-wg6-9zz,sg:4fe53244f3e04ae0aed5e78b7b9b7168,WhiteCreek Market,6691 Roanoke Rd,Shawsville,445120,37.168603000000004,-80.260984,24162
222-222@63r-ss3-skf,sg:ccbcf1b35f004073872520155d6368c8,Inova,235 Old Waterford Rd NW,Leesburg,621111,39.120525,-77.568306,20176
225-222@63f-s4s-t9z,sg:361cded9d00b476fa624fe8d07183c22,Blacksburg P T,206 6th St,Radford,621340,37.130035,-80.570215,24141
223-222@63f-yry-8sq,sg:c22c52a86dfc44b3ad981fb216704095,Justin Tebbenkamp DDS,1305 N Main St,Blacksburg,621210,37.244353000000004,-80.416852,24060
224-222@63f-rw3-qxq,sg:56409c245f0242e696b2045dba190d00,Amelia's Pizzeria & Restaurant,1130 Cambria St NE,Christiansburg,722511,37.14432,-80.40484599999999,24073
22j-222@63r-syc-r8v,sg:5c293ff5412f4d0f8b8a2983ecd7bfe8,Dermatology Center of Loudoun,19455 Deerfield Ave Ste 311,Lansdowne,621111,39.077579,-77.477058,20176
zzw-226@63r-syc-psq,sg:a2030fcee8a64bb6a22c0b3d9af3b5e7,Monique Renee Rolle Lansdowne Podiatry,44135 Woodridge Pkwy Ste 180,Lansdowne,621111,39.076812,-77.471627,20176
223-223@63r-syc-qzz,sg:e055dbc229b443e3b261dc04968af0f1,Chi George Zhao MD Virginia Heart,44035 Riverside Pkwy Ste 400,Lansdowne,621111,39.075238,-77.478491,20176
zzw-225@63r-syb-pjv,sg:7ac176cbcc3b42a4874797434210f09c,Virginia Surgery Associates,44055 Riverside Pkwy Ste 226,Lansdowne,621111,39.074334,-77.476907,20176
222-222@63f-rt2-ffz,sg:9384dd49e24147cd826e1a062194d27a,Fairways Grill,1581 Turnberry Ln,Riner,722511,37.076878,-80.442492,24149
zzw-223@63f-yc3-t9z,sg:cf35bad23aa94ab0bc779154fa1218f9,Hedges David J MD PC,110 Professional Park Dr SE Ste 5,Blacksburg,621111,37.197055,-80.400743,24060
225-224@63f-rvs-2c5,sg:3b43bf5cbf1748a5b7b8ed59ce9854ba,CORA Physical Therapy Christiansburg,209 Roanoke St,Christiansburg,621340,37.129937,-80.403068,24073
zzy-224@63r-srr-nt9,sg:9c45e9bf242245e298cad40ce7e89115,El Pollo Rico,506 E Market St Ste B,Leesburg,722511,39.110018,-77.552441,20176
225-222@63f-rw4-4jv,sg:37d99fd082414ba49fa8bf9a32bd98f3,Kimberly A Caldwell P A,120 Akers Farm Rd,Christiansburg,621111,37.146938,-80.413453,24073
224-223@63f-yb4-jgk,sg:bddaccdd335d454f86b0a8562b1bc362,Panda Chinese Restaurant,7440 Lee Hwy,Fairlawn,722511,37.142717,-80.58166700000001,24141
zzz-222@63f-yry-hbk,sg:ee2e58bed19142b68882a33f7e531490,Lucas Drive Lot,611 Lucas Dr,Blacksburg,712190,37.240801,-80.408609,24060
223-222@63f-wg2-ckf,sg:d51215b9bdd14091b71c603762c1372e,Alley's Country Store,1790 Alleghany Spring Rd,Shawsville,445110,37.13139,-80.264266,24162
22f-222@63r-sry-dgk,sg:1725e36da899419eabefd882cc37ea99,Leesburg Sterling Family Practice,116Q Edwards Ferry Rd NE,Leesburg,621111,39.11564,-77.561105,20176
zzz-222@63f-wgj-tsq,sg:6c8cb6cecf8045c5a2582db09a3799b8,Ellett Valley Recreational Area,1087 Jennelle Rd,Blacksburg,712190,37.184681,-80.37679,24060
225-224@63f-rvs-3t9,sg:4c9cf54dfdce455992435ba94aa7e0bb,Renee Y Lima DNP,205 Roanoke St,Christiansburg,621111,37.129907,-80.403524,24073
228-222@63r-srz-sbk,sg:b384028327f9469596a414296809056f,John L Parker DDS,19 Fort Evans Rd NE Ste E,Leesburg,621210,39.107182,-77.54677099999999,20176
224-222@63f-yc3-59f,sg:453858c5c46f4f29b59de583cda5fe3c,El Mariachi,3703 S Main St,Blacksburg,722511,37.185368,-80.407787,24060
zzw-222@63f-ybx-49z,sg:bca668d773384b9096f2c71525252472,Total Motion Physical Therapy,227 Central Ave,Christiansburg,621340,37.14952,-80.414047,24073
226-222@63f-rvs-2c5,sg:b8031938cd144ede8c4f17dfccd658e8,Blacksburg P T,209 Roanoke St Ste 1A,Christiansburg,621340,37.12995,-80.403046,24073
zzw-223@63f-y8x-rff,sg:e573756c3c534546b4b82bb8fa18ddc3,Riverway Store,4338 Prices Fork Rd,Prices Fork,445120,37.208177,-80.495006,24060
zzz-222@63f-yrx-9mk,sg:12cc82905c70452480644fb58e8d9ea7,Undeveloped Park,Mountain Breeze Dr,Blacksburg,712190,37.257325,-80.41005,24060
224-223@63f-yb5-249,sg:204c1acb5712413a80b7675dd21a2f32,Nagoya Sushi,1144 E Main St,Radford,722511,37.141121000000005,-80.557803,24141
222-223@63r-stm-hnq,sg:ab9c25bbf31f45769d5feba7bd71cf8a,Ball's Bluff Elem,821 Battlefield Pkwy NE,Leesburg,611110,39.123232,-77.534588,20176
223-222@63f-ybf-w6k,sg:6f9c19032c94457e8bd1b991f1fd1170,Himalayan Curry Cafe,781 University City Blvd,Blacksburg,722511,37.233740000000004,-80.43401300000001,24060
223-223@63f-ybm-qzz,sg:3f379afb87b743f09d32ad9a65aa9142,Hethwood Dental of Blacksburg,907 Hethwood Blvd,Blacksburg,621210,37.217081,-80.454913,24060
zzy-222@63r-srr-nqz,sg:bc88190b47ed4042b0564ff36a2e2c2a,Giant Food,61 Catoctin Circle N.E. Leesburg Plaza,Leesburg,445110,39.111453000000004,-77.553127,20176
223-222@63f-ybv-b6k,sg:1c21af30156a4416833658cc6434fa88,Kabuki Japanese Steak House,120 Arbor Dr,Christiansburg,722511,37.169174,-80.418875,24073
zzw-222@63f-y9z-c89,sg:7538951b92994f1a8e211eee945a6917,Radford City Health Department,220 E Main St,Radford,452210,37.134706,-80.538754,24141
22d-223@63r-syc-2hq,sg:dbb0e6733a8a45faa5ba798442874bd3,Inova,44045 Riverside Pkwy Fl 1,Lansdowne,621111,39.074022,-77.47755,20176
22b-222@63f-yc2-f9f,sg:0a92cfaa75e34148841c01fce6d7ef98,China Garden,1572 N Franklin St,Christiansburg,722511,37.150745,-80.41675500000001,24073
222-224@63f-s3r-2tv,sg:00ea0143187347e2bc5de4a6d95ffab2,Carilion Clinic Vascular Surgery,2900 Lamb Cir Ste 301,Christiansburg,621111,37.088854,-80.505177,24073
zzw-222@63f-wgh-7h5,sg:9db1c38f734547bd8a8bec695b6c1120,Farhi Vision & Glaucoma Specialists,1901 S Main St Ste 1,Blacksburg,621111,37.207512,-80.39865400000001,24060
zzw-22b@63r-syc-qj9,sg:afb31cea267c46ae91e87937f8155c54,Loudoun Rheumatology Center Leesburg,19465 Deerfield Ave,Lansdowne,621111,39.078216999999995,-77.478468,20176
223-222@63r-syb-pjv,sg:96b7e0830ef041b1be8572abf35cc5d2,Loudoun Internal Medicine Associates,44055 Riverside Pkwy Ste 116,Lansdowne,621111,39.073725,-77.476955,20176
22k-222@63r-syc-2hq,sg:cd4029dd5e9644319b92ca3535d043ba,Gastrointestinal Medicine Associates,44055 Riverside Pkwy Ste 242,Lansdowne,621111,39.074008,-77.47784300000001,20176
222-222@63r-stk-73q,sg:f066346eb92b4b6abbe302521d898afa,Smart's Mill Middle,850 N King St,Leesburg,611110,39.132859,-77.54786800000001,20176
222-223@63f-y8w-7qz,sg:4489d7d2b1ed456da4505d5aff067ea3,Belview Elem,3187 Peppers Ferry Rd,Belview,611110,37.170372,-80.51106300000001,24141
zzw-223@63r-syb-pjv,sg:e166a60c069042e89f46272d887a629c,Surgical Specialists,44055 Riverside Pkwy Ste 246,Lansdowne,621111,39.073838,-77.476582,20176
zzw-222@63r-syc-qfz,sg:87f58dcadbcb44beae3241da5e174dcb,Kelly Boardman PA C,19415 Deerfield Ave,Lansdowne,621111,39.079402,-77.47788800000001,20176
229-223@63f-ybq-nqz,sg:e136414cc862464190d07e0f042a7a6a,Ceritano's Ristorante,428 N Main St,Blacksburg,722511,37.231978000000005,-80.416112,24060
225-222@63r-syb-zvf,sg:624d4aa07bc04f3abdc7c0d0eb251211,Shady Grove Fertility Center,19500 Sandridge Way Ste 280,Lansdowne,621111,39.076223,-77.48035300000001,20176
22p-222@63f-ybp-m49,sg:80692668c9214dfaaa6328f560d3395c,Happy Wok,133 College Ave,Blacksburg,722511,37.230222999999995,-80.415745,24060
222-223@63r-syb-zzz,sg:91d7e8149bed4f069715a2e5e0c13c02,Kaila Mullaly PA C,19490 Sandridge Way,Lansdowne,621111,39.076829,-77.48184499999999,20176
zzy-222@63r-srz-sbk,sg:b3db7f9cc42140a9a1ce938f9954c2ee,Xuan Saigon,15 Fort Evans Rd NE,Leesburg,722511,39.107189,-77.547574,20176
222-222@63f-wgh-94v,sg:8919d94e63f04d1a9d4c37090aa40d8c,McClain's,1614 S Main St,Blacksburg,722511,37.211937,-80.401588,24060
222-222@63f-rw3-4y9,sg:ad6a10c15ed646ef9305c9a9511e84c3,Independence Secondary,208 College St,Christiansburg,611110,37.128689,-80.41385,24073
zzz-222@63f-wgh-jn5,sg:08d23712fff8463c8611b48fbd4f15bb,Dehart Street Tot Lot Park,507 Dehart St,Blacksburg,712190,37.210004,-80.406023,24060
zzz-222@63r-sry-7bk,sg:36188b25ae5648808609b99a2b646b2d,Ida Lee Park,60 Ida Lee Dr NW Leesburg Va 20176,Leesburg,712190,39.124088,-77.565963,20176
22r-226@63r-ss3-snq,sg:499ebc75860d494fb20404784c3f239e,Bryan Spillare MPT,224D Cornwall St NW,Leesburg,621340,39.11939,-77.569037,20176
223-222@63f-s3r-2tv,sg:ffe9eedbd5e24da3884b0bf1b71057f2,Jill Devlin D O,2900 Lamb Cir Ste 202,Christiansburg,621111,37.088833,-80.505121,24073
222-222@63f-yc2-c89,sg:3e444461de504bbbae4aa520ce627e90,Red Lobster,75 Peppers Fry Rd NW,Christiansburg,722511,37.163885,-80.42534,24073
224-222@63f-ybf-w8v,sg:d9e69821374b4c2fbc3e598e4193ed49,Marco & Luca,725 University City Blvd,Blacksburg,722511,37.232915999999996,-80.433854,24060
222-223@63f-s3r-5mk,sg:9d10d3b380ac4567b003fa6de4c897eb,Pennell Wayne MD OB Gyn,2875 Barn Rd,Christiansburg,621111,37.091883,-80.505728,24073
222-222@63r-ss3-v4v,sg:050e7631773b450699b662ca3f227361,Lansdowne Internal Medicine,224D Cornwall St NW Ste 302,Leesburg,621111,39.119981,-77.56920500000001,20176
222-222@63f-s3r-2tv,sg:5ef37e71af59421bba7be7f68a8f5e51,Michael S Donovan DO,2900 Lamb Cir Ste 301,Christiansburg,621111,37.089261,-80.505615,24073
zzw-222@63f-ybx-2c5,sg:26b2653ac39b46c5a5257e9a09fa7167,Alejandro's Mexican Grill,1635 N Franklin St,Christiansburg,722511,37.151338,-80.412485,24073
zzy-223@63f-s4s-t5f,sg:530fcdb24f6d459a9238df2fb376ee58,Benjamin H Morgan DO,701 Randolph St Ste 120,Radford,621111,37.129353,-80.568407,24141
zzw-226@63f-s3r-2tv,sg:f956a262e2f44756adcb01104c7313e0,Carilion Children's Pediatric Surgery NRV,2900 Lamb Cir Ste 300,Christiansburg,621111,37.088858,-80.505138,24073
222-222@63r-ss2-cdv,sg:1534ea4d4c284a638249203f57c27956,Pollo Inti II,546 Fort Evans Rd,Leesburg,722511,39.105754,-77.527147,20176
zzw-224@63f-wgh-92k,sg:733d0b1f034f45aa979503db5dcd4903,El Rodeo,1540 S Main St Ste 100,Blacksburg,722511,37.212992,-80.40134300000001,24060
222-222@63r-tdj-yvz,sg:e4d433a8771e41ad9c9427bd641fba16,White's Ford Regional Park,43646 Hibler Rd,Leesburg,712190,39.1932,-77.485878,20176
22f-224@63r-sry-dgk,sg:7da038232f734282be74bd1c1231d0a5,Cheryl Brown FNP BC,116Q Edwards Ferry Rd NE,Leesburg,621111,39.11489,-77.561356,20176
223-222@63f-s4s-fvf,sg:acffbffb7dbd41deadb85fd504e59238,Latino's Taste,1126 W Main St,Radford,722511,37.125956,-80.586608,24141
223-224@63r-syc-pn5,sg:56fce00a88154ba19375ba2fad1a166b,Heart & Vascular Specialists,19450 Deerfield Ave Ste 325,Lansdowne,621111,39.076966999999996,-77.475081,20176
22h-222@63f-ybq-mp9,sg:b7486b48a4324189bae5fdbf4c2343b6,El Rodeo,623 N Main St,Blacksburg,722511,37.234034,-80.419671,24060
228-222@63r-syc-pn5,sg:111324cf750947bd886bcf81ef2d2a1b,Women's Wellness and Cosmetic Laser center,19450 Deerfield Ave Ste 245,Lansdowne,621111,39.077077,-77.47519100000001,20176
zzw-227@63f-s3r-2tv,sg:24d98b1433f34c4c9c7ac24c094068b9,Ryan N Harris DO,2900 Lamb Cir Ste L 760,Christiansburg,621111,37.089006,-80.50510600000001,24073
zzz-222@63r-syj-wzf,sg:e15aaef9d59546e2b449b863c2582194,Elizabeth Mills Riverfront Park,Elizabeth Mills Riverfront Park,Lansdowne,712190,39.088895,-77.469516,20176
223-222@63r-syb-zzz,sg:7a1524b2098745b490f42a9efd6243f8,Riverside Dental Family & Cosmetic Dentistry,19490 Sandridge Way Ste 110,Lansdowne,621210,39.076826000000004,-77.48184599999999,20176
zzw-226@63r-syb-zzz,sg:fb2c7bd1b510449c81fc8444809d2df4,Virginia Center for Neuroscience,19490 Sandridge Way Ste 260,Lansdowne,621111,39.07683,-77.481874,20176
223-222@63f-wgg-8sq,sg:2f94b2d2071e4fa394c55917af807c4c,Deli Mart Ellett Valley,900 Lusters Gate Rd,Christiansburg,445120,37.191972,-80.366395,24073
zzw-227@63r-ss3-q4v,sg:9236441eef96498d973254a3a008f4d6,LMG Cornwall Primary Care,211 Gibson St NW Ste 215,Leesburg,621111,39.118998,-77.567716,20176
223-222@63r-srz-rc5,sg:eb11f6222a114227aac2b054cfecb4cf,Capital Women's Care,161 Fort Evans Rd NE Ste 320,Leesburg,621111,39.10842,-77.541364,20176
zzy-222@63f-yc2-b8v,sg:4bea869a6c9f4a14a2479972a27471db,ALDI,2265 N Franklin Street,Christiansburg,445110,37.160525,-80.420517,24073
zzz-222@63f-ybn-vxq,sg:45d23d28081e4b3e80e819c466df44d9,Seneca Drive Park,1500 Seneca Dr,Blacksburg,712190,37.248740999999995,-80.42335200000001,24060
224-223@63r-sy9-8jv,sg:d737927cfcb44f55bc76d81a62103970,Your Community Smile,19420 Golf Vista Plz Ste 210,Lansdowne,621210,39.07826,-77.483448,20176
zzw-237@63f-s3r-2tv,sg:01a5f92535ab4e3d915577d42d7dafda,Amy L Gray N P,2900 Lamb Cir Ste 7 700B,Christiansburg,621111,37.089271000000004,-80.50562,24073
227-222@63f-ybq-9cq,sg:847d733dc44f49b98010d7f25e7d9988,Dayspring Christian Academy,505 Clay St SE,Blacksburg,611110,37.231390999999995,-80.406797,24060
225-222@63r-syc-2hq,sg:5eb22b498c0d49469cf2f6f510135e3e,Inova,44035 Riverside Pkwy Ste 100,Lansdowne,621111,39.074289,-77.478026,20176
225-222@63f-rvs-3t9,sg:904e3dd10cdf4cddbf5383705c51eedd,Carilion Family & Obstetric Medicine Christiansbrg,205 Roanoke St,Christiansburg,621111,37.129886,-80.40368199999999,24073
22g-222@63r-syb-zvf,sg:b4c8a3b72ab34b49871869361d1c7db3,The Virginia Retina Center,19500 Sandridge Way Ste 240,Lansdowne,621111,39.076394,-77.480338,20176
zzw-223@63r-syb-pd9,sg:4db08b3065774084aa253afa8bc50305,Inova,44055 Riverside Pkwy Ste 234,Lansdowne,621111,39.073743,-77.474726,20176
229-222@63r-syc-nyv,sg:b1e36cd2f37949989f9b8b1283f93b6b,Lansdown Travel & Family Medicine,19415 Deerfield Ave Ste 103,Lansdowne,621111,39.079408,-77.477489,20176
223-222@63f-ybn-yjv,sg:fd608f29bbe44baa99f21e330c2c219e,Abby's,1001 N Main St,Blacksburg,722511,37.238797,-80.42053,24060
222-225@63f-s3r-2tv,sg:c55bd5d69276472c9ad09c989baedb95,Carilion Clinic Cardiology New River Valley,2900 Lamb Cir Ste 301,Christiansburg,621111,37.08927,-80.505662,24073
zzw-224@63f-wgz-6c5,sg:91cadd61eab047c3b664d2523151c60c,Hunan House,2100 Roanoke St,Christiansburg,722511,37.135839000000004,-80.369491,24073
229-223@63r-syc-nyv,sg:ba760c8f3912480382f096e45c1bb0df,Reliant MD Group Suman Manchireddy MD FACP FHM,19415 Deerfield Ave Ste 103,Lansdowne,621111,39.079392999999996,-77.477538,20176
223-222@63r-ss2-dn5,sg:86bdd24a59ce4feca1662b1d92eaac47,Ross Stores,1023 Edwards Ferry Rd NE,Leesburg,452210,39.111542,-77.535318,20176
223-222@63f-tx6-2rk,sg:f64d671dd51a4209aa9908b66cdae3ec,Waffle House,4614 Cleburne Blvd,Dublin,722511,37.082370000000004,-80.689931,24084
zzz-222@63f-rvr-kj9,sg:bac6a739d0ff4ee4a83db77d6b795080,Town And Country Park,305 Summit Ridge Rd,Christiansburg,712190,37.118767,-80.401513,24073
222-224@63f-s3r-5mk,sg:204e15f29fdf4d98b512f6e96497728d,Obgyn,2875 Barn Rd,Christiansburg,621111,37.091805,-80.505794,24073
zzy-222@63r-ss2-fcq,sg:164837cd69e6439d9a21d1d00e57572c,Parker & Rhodemyre DDS,Fort Evans Rd NE Ste A,Leesburg,621210,39.110541999999995,-77.535321,20176
zzw-223@63r-srr-nnq,sg:17eff5dfd63641d99fc02b38bf922482,Douglass School,407 E Market St,Leesburg,611110,39.109536,-77.554863,20176
22r-22g@63r-ss3-snq,sg:1bd9ea9d605e48cc85fe0ef6551f48c4,Nicole Legare PTA,224D Cornwall St NW,Leesburg,621340,39.119391,-77.56902,20176
222-222@63r-syc-nyv,sg:f1e40ef001e743b29595d27499dd0e22,Barbara Petty WHNP,19415 Deerfield Ave,Lansdowne,621111,39.079345,-77.477125,20176
222-222@63f-rw4-3yv,sg:89fcb5f0ea35445eaabbe303c0916b92,Sharlene D Amacher D D S,105 Akers Farm Rd,Christiansburg,621210,37.148326000000004,-80.414278,24073
zzz-222@63f-ybr-xbk,sg:e251a81dd567422483f64da5026fb367,Westover Park,1907 Lindale Dr,Blacksburg,712190,37.238051,-80.44973399999999,24060
22r-22b@63r-ss3-snq,sg:53e36297e830420a9e8e50dbf07b12a8,Dulles Medical Group Leesburg,224D Cornwall St NW,Leesburg,621111,39.119959,-77.568731,20176
22c-222@63f-rvs-3nq,sg:b01f9a433f7d43e9a358df78a2cf778e,NRV Eye Center PC,106 S Franklin St Ste C,Christiansburg,621111,37.128958000000004,-80.406488,24073
zzw-222@63f-s4t-3bk,sg:41c38d4a0b88471a8071958b95a36ecf,El Charro Mexican Grill,713 W Main St,Radford,722511,37.130663,-80.582124,24141
222-223@63f-wgh-nbk,sg:f2a0630998f2478aa8921f4743f6328c,Margaret Beeks Elem,709 Airport Rd,Blacksburg,611110,37.214046,-80.40596500000001,24060
zzw-22s@63f-s3r-2tv,sg:f37908d33cbe4109b41d9ffb90c57d72,Steven J Holley DO,2900 Lamb Cir Ste 300,Christiansburg,621111,37.089254,-80.505617,24073
zzw-22f@63f-s3r-2tv,sg:6d135fe502b644a7aa64ad4275aa0812,Carilion Children's Pediatric Endocrinology New River Valley,2900 Lamb Cir,Christiansburg,621111,37.088864,-80.50515,24073
222-222@63f-ybv-7yv,sg:29420e28d9b64698abc10a1691ede0ed,El Gran Rodeo,200 Laurel St,Christiansburg,722511,37.162743,-80.41914799999999,24073
zzy-222@63f-tx4-xqz,sg:8466e5aab354454e857f4cb15879f830,Chad T Lard D O,118 Broad St,Dublin,621111,37.103691,-80.688509,24084
223-222@63r-t9f-d5f,sg:746da6cfc9d642de8066f1da98bc9e5a,Phillips Building Futures Loudoun,13850A Freedom Center Ln,Leesburg,611110,39.231099,-77.553064,20176
zzw-222@63f-y8y-cnq,sg:53aa3e8041da49efb9dbbd7392419915,Prices Fork Elem,4021 Prices Fork Rd,Prices Fork,611110,37.210196999999994,-80.486436,24060
zzz-222@63f-ybr-28v,sg:676a3cd7c6b045af8715ab62cf1b198e,Heritage Community Park and Natural Area,2300 Glade Rd,Blacksburg,712190,37.239857,-80.458506,24060
zzw-225@63f-tx6-389,sg:3961af27453844569eb95eb056105ae9,7-Eleven,4625 Cleburne Blvd,Dublin,445120,37.082972999999996,-80.691073,24084
22y-222@63r-srr-p7q,sg:be50acf1483f42a69be6c96e23ac6311,Red Bar Sushi,525 E Market St Ste F,Leesburg,722511,39.108155,-77.552774,20176
zzz-222@63f-rvv-cyv,sg:0d2ffba9562d4a299dc6eb8c1cb88607,Wall Street Park,1300 Wall St NW,Christiansburg,712190,37.124824,-80.434341,24073
22c-222@63f-ybp-ysq,sg:2848c0a9c0694c898f3e29f96e5b4485,Origami,409 Old Turner St,Blacksburg,722511,37.23105,-80.42274599999999,24061
22g-222@63r-srr-p7q,sg:a1efab903cc24af48e491cdff185b465,Melt Gourmet Cheeseburgers,525 E Market St Ste J,Leesburg,722511,39.10812,-77.552695,20176
223-222@63f-ybq-mx5,sg:fe39b90b91c44b25bce304b00ae3c6b3,VelocityCare Blacksburg,215 Gilbert St,Blacksburg,621493,37.23362,-80.42043000000001,24060
224-222@63f-rvv-vzz,sg:fa9b4253be394d7aa5b1763428fbfb15,Deli Mart,1270 W Main St,Christiansburg,445110,37.118375,-80.42085,24073
227-222@63f-ybf-w6k,sg:e90f0437f51040fa8341715ff16d0e45,Sushi Factory,801 University City Blvd Ste 15,Blacksburg,722511,37.233737,-80.434278,24060
224-223@63f-rw3-54v,sg:25277f4c9dc745a3b39a2f60780c2332,Munz Ray DDS,103 College St,Christiansburg,621210,37.129208,-80.411893,24073
225-222@63r-srr-p35,sg:344b716437b24bb58b97eed9d5f9ee25,Red Hot and Blue Restaurants,541 E Market St,Leesburg,722511,39.107997999999995,-77.551404,20176
223-222@63r-syc-2hq,sg:8754b23c61b84add83913e2957ebf833,Inova,44035 Riverside Pkwy Ste 200,Lansdowne,621111,39.073984,-77.47783199999999,20176
zzz-222@63f-wgw-ks5,sg:a5b58cbb83bd494f9e8d5deadccae272,Wayside Park,4200 Wayside Dr SE,Christiansburg,712190,37.140871000000004,-80.323246,24073
zzw-226@63r-syb-pjv,sg:f33fd65355734707bc9467fa7288a8ad,United Spine and Joint Center,44055 Riverside Pkwy Ste 216,Lansdowne,621340,39.073741,-77.477,20176
222-223@63r-stk-2c5,sg:1f366bfe14814bccbbc962d3971db81c,Metropolitan Psychiatric Group,42009 Victory Ln,Leesburg,622110,39.145826,-77.546669,20176
223-223@63f-yc3-mzf,sg:6e2a5580ee2b4d28af063f1897d8c385,Carilion Clinic Cosmetic Center Blacksburg,817 Davis St Ste 2,Blacksburg,621111,37.186661,-80.414142,24060
zzw-222@63f-yb4-j35,sg:5a1753c1b1a645cc87f598bbf02b58c1,Kroger,7480 Lee Hwy,Fairlawn,445110,37.141659000000004,-80.580339,24141
223-222@63r-sry-2p9,sg:03f307a6c9444a6abbd391f97a1061bf,USA Market,64 Plaza St NE,Leesburg,722511,39.110333000000004,-77.547702,20176
22d-222@63f-ybp-mff,sg:3bbc91b9d7924bf8baa3639b7e58b269,Moe's Southwest Grill,239 N Main St,Blacksburg,722511,37.230495,-80.41533199999999,24060
22h-223@63r-syc-2hq,sg:6741f3bfb185446f80d38b54863c4961,Inova,44055 Riverside Pkwy Ste 104,Lansdowne,621111,39.073948,-77.477767,20176
zzy-224@63f-s3r-2tv,sg:f778ca0ada92474697ffa952cd7e6eb0,Kimberly T Wilson NP,2900 Lamb Cir,Christiansburg,621111,37.089282,-80.50563000000001,24073
225-222@63r-syc-psq,sg:84d742d18c6848629e507cb5aabf1413,Loudoun Family and Cosmetic Dentistry,44125 Woodridge Pkwy Ste 160,Lansdowne,621210,39.077394,-77.472026,20176
zzw-224@63r-syc-r8v,sg:dde9ad1b8739420ab033397aa1bc290c,Harmeet Singh MD Clinical Neurology,19455 Deerfield Ave,Lansdowne,621111,39.07751,-77.476961,20176
zzw-22c@63f-s3r-2tv,sg:5ebfc77c7ffb417c8ececb8622f0e0f4,Carilion Children's Pediatric Cardiology New River Valley,2900 Lamb Cir,Christiansburg,621111,37.088838,-80.505127,24073
229-222@63f-yb5-52k,sg:2a34a08760e14881a1b724b86c11a61e,Screamers Sports Grill,1003 E Main St,Radford,722511,37.140939,-80.554704,24141
zzz-222@63f-rw3-2tv,sg:16aea67d52f44184be62f8f9662cde94,Downtown Park,55 College St,Christiansburg,712190,37.130882,-80.41194300000001,24073
228-223@63r-syc-qj9,sg:7d6d461c64214b29a6767f71b8553308,Richard J Lee DMD MS MPH Loudoun Orthodontics,19465 Deerfield Ave Ste 304,Lansdowne,621210,39.078222,-77.478482,20176
222-222@63f-yc3-92k,sg:225d7fb527ed4ee6aa2be7577b6ff608,Foot Ankle Clinic of the Virginias,3708 S Main St,Blacksburg,621111,37.186558000000005,-80.409154,24060
228-222@63f-rw3-3h5,sg:d4aa6f31c1fa4409a65ca07331808946,LewisGale Physicians Christiansburg Internal Medicine,10 Hickok St,Christiansburg,621111,37.128822,-80.40954599999999,24073
